1342;23602002;DOLGRIP;ACETAMINOFEN CLORFERNIRAMINA CAFEI;325MG-4MG-32MG X 10 TAB;CALOX;47.12;96.16;0.00
1343;20104-00202;GLICERINA;GLICERINA;250ML X 1 UND;LAB. FSI;0.00;182.00;16.00
1344;11093;NASIN;OXIMETAZOLINA 0.05%;0.5MG/ML X 15 ML SOL NASAL;LETI;67.79;105.49;0.00
1345;11718;FULBARYL;BUDESONIDA-FORMOT FUMARAT;160MCG-4.5MCG X 60 CAP POLVO INHA;LETI;680.34;1251.85;0.00
1346;11763;DAYZOL;IBUPROFENO-TIOCOLCHICOSIDO;600MG-4MG X 20 TAB;LETI;235.26;312.72;0.00
1347;MDK7;MOXIFLOXACINA;MOXIFLOXACINA;400MG X 5 TAB;MEDRIKHA;203.94;271.66;0.00
1348;MDK8;PARACETAMOL;PARACETAMOL;500MG X 30 TAB;MEDRIKHA;23.70;36.43;0.00
1349;MDK9;FLUNARIZINA;FLUNARIZINA;10MG X 20 TAB;MEDRIKHA;86.89;122.29;0.00
1350;MDK10;ATORVASTATINA;ATORVASTATINA;40MG X 30 TAB;MEDRIKHA;0.00;113.21;0.00
1351;145491;ALLERFEX;FEXOFENADINA CLORHI;120MG X 10 TAB;PHARMETIQUE;105.08;121.41;0.00
1352;AIR6;AIRON;MONTELUKAST;4MG X 30 TAB MAST;OFTALMI;71.08;123.54;0.00
1353;DV320201;TENSIOMETRO DIGITAL (BRAZO);TENSIOMETRO DIGITAL (BRAZO);X 1 UND;GROSSMED LLC;0.00;1244.06;16.00
1354;GM110101;GROSSFENDER PRO;BATA QUIRURGICA ESTERIL CON TOALLA;X 1 UND TALLA L;GROSSMED LLC;0.00;104.40;16.00
1355;DV310102;NEBULIZADOR PED DOGGY;NEBULIZADOR PED DOGGY;X 1 UND;GROSSMED LLC;0.00;1555.08;16.00
1356;DV310101;NEBULIZADOR COMFORT PRO;NEBULIZADOR COMFORT PRO;X 1 UND ADULTO;GROSSMED LLC;0.00;1332.91;16.00
1357;GM050413;GUANTES DE NITRILO AZUL;GUANTES DE NITRILO AZUL;X 1 CAJA 50 PARES TALLA L;GROSSMED LLC;0.00;399.93;16.00
1358;GM050412;GUANTES DE NITRILO AZUL;GUANTES DE NITRILO AZUL;X 1 CAJA 50 PARES TALLA M;GROSSMED LLC;0.00;399.93;16.00
1359;GM050423;GUANTES DE NITRILO NEGRO;GUANTES DE NITRILO NEGRO;X 1 CAJA 50 PARES TALLA L;GROSSMED LLC;0.00;444.27;16.00
1360;GM050422;GUANTES DE NITRILO NEGRO;GUANTES DE NITRILO NEGRO;X 1 CAJA 50 PARES TALLA M;GROSSMED LLC;0.00;444.27;16.00
1361;GM050421;GUANTES DE NITRILO NEGRO;GUANTES DE NITRILO NEGRO;X 1 CAJA 50 PARES TALLA S;GROSSMED LLC;0.00;444.27;16.00
1362;GM050203;GUANTES DE LATEX;GUANTES DE LATEX;X 1 CAJA 50 PARES TALLA L;GROSSMED LLC;0.00;355.44;16.00
1363;GM060144;COMPRESA DE GASA ESTERIL 4X4;COMPRESA DE GASA ESTERIL 4X4;1 CAJA X 25 SOBRES;GROSSMED LLC;0.00;144.42;16.00
1364;AZ100201;ELECTRODOS;ELECTRODOS;X PAQUETE X 50 UND;GROSSMED LLC;0.00;266.58;16.00
1365;GM070102;MASCARILLA INFANTIL;MASCARILLA INFANTIL;X 20 UND;GROSSMED LLC;0.00;177.71;16.00
1366;GM061500;ROLLO DE ALGODON NO ESTERIL;ROLLO DE ALGODON NO ESTERIL;1 ROLLO X 500 GRAMOS;GROSSMED LLC;0.00;159.94;16.00
1367;GM310102;KIT DE NEBULIZACION PEDIATRICA;KIT DE NEBULIZACION PEDIATRICA;X 1 KIT COMPLETO;GROSSMED LLC;0.00;37.75;16.00
1368;GM030120;MACRO GOTERO EN Y;MACRO GOTERO EN Y;PAQUETE X 25 UND;GROSSMED LLC;0.00;266.58;0.00
1369;GM170113;VENDA ELASTICA 10CM X 4M;VENDA ELASTICA 10CM X 4M;PAQUETE X 20 UND;GROSSMED LLC;0.00;266.58;16.00
1370;GM170112;VENDA ELASTICA 8CM X 4M;VENDA ELASTICA 8CM X 4M;PAQUETE X 20 UND;GROSSMED LLC;0.00;211.04;16.00
1371;GM170115;VENDA ELASTICA 15CM X 4M;VENDA ELASTICA 15CM X 4M;PAQUETE X 20 UND;GROSSMED LLC;0.00;377.71;16.00
1372;GM060133;COMPRESA DE GASA ESTERIL 3X3;COMPRESA DE GASA ESTERIL 3X3;1 CAJA X 25 SOBRES;GROSSMED LLC;0.00;99.98;16.00
1373;GM060118;COMPRESAS LAPAROTOMIA 18X18;COMPRESAS LAPAROTOMIA 18X18;PAQUETE X 5 UND ESTERIL;GROSSMED LLC;0.00;88.86;16.00
1374;GM016001;JERINGAS TIPO TOMMY 60ML/CC;JERINGAS TIPO TOMMY 60ML/CC;CAJA X 50 UND ESTERIL;GROSSMED LLC;0.00;888.65;16.00
1375;GM010101;JERINGAS 1ML/CC AGUJA 27G X 1/2";JERINGAS 1ML/CC AGUJA 27G X 1/2";CAJA X 100 UND ESTERIL;GROSSMED LLC;0.00;222.14;16.00
1376;GM170114;VENDA ELASTICA 12CM X 4M;VENDA ELASTICA 12CM X 4M;PAQUETE X 20 UND;GROSSMED LLC;0.00;311.02;16.00
1377;GM170111;VENDA ELASTICA 5CM X 4M;VENDA ELASTICA 5CM X 4M;PAQUETE X 20 UND;GROSSMED LLC;0.00;155.49;16.00
1378;GM170116;VENDA ELASTICA 20CM X 4M;VENDA ELASTICA 20CM X 4M;PAQUETE X 20 UND;GROSSMED LLC;0.00;533.15;16.00
1379;GM030150;KIT DE INFUSION BURETA 150ML;KIT DE INFUSION BURETA 150ML;PAQUETE X 5 UND ESTERIL;GROSSMED LLC;0.00;255.46;0.00
1380;GM030201;REGULADOR DE FLUJO (CUENTAGOTAS);REGULADOR DE FLUJO (CUENTAGOTAS);CAJA X 50 UND;GROSSMED LLC;0.00;1332.91;0.00
1381;GM030301;LLAVE DE TRES VIAS;LLAVE DE TRES VIAS;CAJA X 50 UND;GROSSMED LLC;0.00;422.13;16.00
1382;GM010051;JERINGAS 0.5ML/CC AGUJA 30G X 1/2";JERINGAS 0.5ML/CC AGUJA 30G X 1/2";CAJA X 100 UND ESTERIL;GROSSMED LLC;0.00;333.21;16.00
1383;GM021802;AGUJAS HIPODERMICAS 18G X 1 1/2";AGUJAS HIPODERMICAS 18G X 1 1/2";CAJA X 100 UND;GROSSMED LLC;0.00;156.05;16.00
1384;GM022102;AGUJAS HIPODERMICAS 21G X 1 1/2";AGUJAS HIPODERMICAS 21G X 1 1/2";CAJA X 100 UND;GROSSMED LLC;0.00;109.25;16.00
1385;GM022101;AGUJAS HIPODERMICAS 21G X 1";AGUJAS HIPODERMICAS 21G X 1";CAJA X 100 UND;GROSSMED LLC;0.00;135.20;16.00
1386;GM021801;AGUJAS HIPODERMICAS 18G X 1";AGUJAS HIPODERMICAS 18G X 1";CAJA X 100 UND;GROSSMED LLC;0.00;156.05;16.00
1387;GM022504;AGUJAS HIPODERMICAS 25G X 5/8";AGUJAS HIPODERMICAS 25G X 5/8";CAJA X 100 UND;GROSSMED LLC;0.00;85.83;16.00
1388;GM022301;AGUJAS HIPODERMICAS 23G X 1";AGUJAS HIPODERMICAS 23G X 1";CAJA X 100 UND;GROSSMED LLC;0.00;101.41;16.00
1389;GM021902;AGUJAS HIPODERMICAS 19G X 1 1/2";AGUJAS HIPODERMICAS 19G X 1 1/2";CAJA X 100 UND;GROSSMED LLC;0.00;101.41;16.00
1390;GM021901;AGUJAS HIPODERMICAS 19G X 1";AGUJAS HIPODERMICAS 19G X 1";CAJA X 100 UND;GROSSMED LLC;0.00;101.41;16.00
1391;GM022603;AGUJAS HIPODERMICAS 26G X 1/2";AGUJAS HIPODERMICAS 26G X 1/2";CAJA X 100 UND;GROSSMED LLC;0.00;101.41;16.00
1392;GM022703;AGUJAS HIPODERMICAS 27G X 1/2";AGUJAS HIPODERMICAS 27G X 1/2";CAJA X 100 UND;GROSSMED LLC;0.00;101.41;16.00
1393;GM023003;AGUJAS HIPODERMICAS 30G X 1/2";AGUJAS HIPODERMICAS 30G X 1/2";CAJA X 100 UND;GROSSMED LLC;0.00;260.09;16.00
1394;GM070103;MASCARILLA QUIRURGICA 4 TIRAS;MASCARILLA QUIRURGICA 4 TIRAS;CAJA X 50 UND;GROSSMED LLC;0.00;111.07;16.00
1395;VC120118;VENTRO;CATETER INTRAVENOSO 18G;CAJA X 50 UND;VEINCARE;0.00;733.13;0.00
1396;VC120120;VENTRO;CATETER INTRAVENOSO 20G;CAJA X 50 UND;VEINCARE;0.00;733.13;0.00
1397;VC120122;VENTRO;CATETER INTRAVENOSO 22G;CAJA X 50 UND;VEINCARE;0.00;733.13;0.00
1398;VC120124;VENTRO;CATETER INTRAVENOSO 24G;CAJA X 50 UND;VEINCARE;0.00;733.13;0.00
1399;DV320101;OXIMETRO DE PULSO;OXIMETRO DE PULSO;X 1 UND;GROSSMED LLC;0.00;577.64;16.00
1400;AZYL-340;ARICRYL 340;ACIDO POLIGLICOLICO 0  70 CM, AGUJA 1/2 CIRCULO PUNTA CONICA 36 MM;CAJA X 12 UND;GROSSMED LLC;0.00;580.19;16.00
1401;AZYL-341;ARICRYL 341;ACIDO POLIGLICOLICO 1  70 CM, AGUJA 1/2 CIRCULO PUNTA CONICA 36 MM;CAJA X 12 UND;GROSSMED LLC;0.00;580.19;16.00
1402;AZSK-86;ARISILK 86;SEDA 0  10 X 75 CM, SIN AGUJA;CAJA X 12 UND;GROSSMED LLC;0.00;399.93;16.00
1403;AZSK-184;ARISILK 184;SEDA 3/0  45 CM, AGUJA 3/8 CORTE INVERSO 19 MM;CAJA X 12 UND;GROSSMED LLC;0.00;266.58;16.00
1404;AZSK-832;ARISILK 832;SEDA 3/0  75 CM, AGUJA 1/2 CIRCULO PUNTA CONICA 26 MM;CAJA X 12 UND;GROSSMED LLC;0.00;266.58;16.00
1405;AZSK-833;ARISILK 833;SEDA 2/0  75 CM, AGUJA 1/2 CIRCULO PUNTA CONICA 26 MM;CAJA X 12 UND;GROSSMED LLC;0.00;266.58;16.00
1406;AZSK-834;ARISILK 834;SEDA 0  75 CM, AGUJA 1/2 CIRCULO PUNTA CONICA 26 MM;CAJA X 12 UND;GROSSMED LLC;0.00;266.58;16.00
1407;AZCC-121;CATGUT CRO 121;CROMICO 4/0  70 CM, AGUJA 1/2 CIRCULO PUNTA CONICA 26 MM;CAJA X 12 UND;GROSSMED LLC;0.00;355.44;16.00
1408;AZCC-812;CATGUT CRO 812;CROMICO 0  75 CM, AGUJA 1/2 CIRCULO PUNTA CONICA 37 MM;CAJA X 12 UND;GROSSMED LLC;0.00;355.44;16.00
1409;AZCC-915;CATGUT CRO 915;CROMICO 1  90 CM, AGUJA 1/2 CIRCULO PUNTA CONICA 40 MM;CAJA X 12 UND;GROSSMED LLC;0.00;355.44;16.00
1410;AZCS-843;CATGUT SIM 843;SIMPLE 2/0  70 CM, AGUJA 1/2 CIRCULO PUNTA CONICA 37 MM;CAJA X 12 UND;GROSSMED LLC;0.00;311.02;16.00
1411;AZCS-844;CATGUT SIM 844;SIMPLE 0  70 CM, AGUJA 1/2 CIRCULO PUNTA CONICA 37 MM;CAJA X 12 UND;GROSSMED LLC;0.00;311.02;16.00
1412;AZMN-164;MONONYLON 164;NYLON 2/0  75 CM, AGUJA 3/8 CORTE INVERSO 24 MM;CAJA X 12 UND;GROSSMED LLC;0.00;266.58;16.00
1413;AZMN-628;MONONYLON 628;NYLON 2/0  75 CM, AGUJA RECTA DE CORTE INVERSO 60 MM;CAJA X 12 UND;GROSSMED LLC;0.00;266.58;16.00
1414;AZMN-14501;MONONYLON 14501;NYLON 5/0  75 CM, AGUJA 3/8 CORTE INVERSO 19 MM;CAJA X 12 UND;GROSSMED LLC;0.00;266.58;16.00
1415;AZMN-14502;MONONYLON 14502;NYLON 4/0  75 CM, AGUJA 3/8 CORTE INVERSO 19 MM;CAJA X 12 UND;GROSSMED LLC;0.00;266.58;16.00
1416;AZMP-8183;MONOPROPYL 8183;POLIPROPILENO 4/0  75 CM, AGUJA 3/8 CORTE INVERSO 19 MM;CAJA X 12 UND;GROSSMED LLC;0.00;266.58;16.00
1417;AZMP-8184;MONOPROPYL 8184;POLIPROPILENO 3/0  75 CM, AGUJA 3/8 CORTE INVERSO 24 MM;CAJA X 12 UND;GROSSMED LLC;0.00;266.58;16.00
1418;AZMP-8424;MONOPROPYL 8424;POLIPROPILENO 0  75 CM, AGUJA 1/2 CIRCULO PUNTA CONICA 36 MM;CAJA X 12 UND;GROSSMED LLC;0.00;266.58;16.00
1419;AZMP-8425;MONOPROPYL 8425;POLIPROPILENO 1  75 CM, AGUJA 1/2 CIRCULO PUNTA CONICA 36 MM;CAJA X 12 UND;GROSSMED LLC;0.00;266.58;16.00
1420;AZMP-8622;MONOPROPYL 8622;POLIPROPILENO 3/0  75 CM, AGUJA RECTA DE CORTE INVERSO 60 MM;CAJA X 12 UND;GROSSMED LLC;0.00;266.58;16.00
1421;AZMP-8623;MONOPROPYL 8623;POLIPROPILENO 2/0  75 CM, AGUJA RECTA DE CORTE INVERSO 60 MM;CAJA X 12 UND;GROSSMED LLC;0.00;266.58;16.00
1422;ET310402;EASY TOUCH;GLUCOMETRO DIGITAL KIT;X 1 UND;MHC MEDICAL;0.00;799.78;16.00
1423;GM030100;KIT DE INFUSION BURETA 100ML;KIT DE INFUSION BURETA 100ML;PAQUETE X 5 UND ESTERIL;GROSSMED LLC;0.00;244.35;0.00
1424;DV320301;TERMOMETRO INFRARROJO DIGITAL;TERMOMETRO INFRARROJO DIGITAL;X 1 UND;GROSSMED LLC;0.00;444.27;16.00
1425;AZ080101;MEDIPLER;ENGRAPADORA DE PIEL;X 1 UND;GROSSMED LLC;0.00;213.21;16.00
1426;GM010031;JERINGAS 0.3ML/CC AGUJA 31G X 5/16";JERINGAS 0.3ML/CC AGUJA 31G X 5/16";CAJA X 100 UND ESTERIL;GROSSMED LLC;0.00;355.44;16.00
1427;ET310411;EASY TOUCH;TIRAS REACTIVAS GLUCOMETRO;CAJA X 50 UND;MHC MEDICAL;0.00;533.15;16.00
1428;ET310430;EASY TOUCH;LANCETAS EXTRAIBLES 30G;CAJA X 100 UND;MHC MEDICAL;0.00;111.07;16.00
1429;ET310201;EASY TOUCH;AGUJA PARA LAPIZ INSULINA 32G X 5/32";CAJA X 100 UND;MHC MEDICAL;0.00;580.19;16.00
1430;B.SCRB1010;CEPILLO QUIRURGICO SOL CLORHEXIDINA 4%;CEPILLO QUIRURGICO SOL CLORHEXIDINA 4%;X 1 UND;GROSSMED LLC;0.00;13.29;16.00
1431;B.SCR1004;CEPILLO QUIRURGICO SOL BROMURO;CEPILLO QUIRURGICO SOL BROMURO;X 1 UND;GROSSMED LLC;0.00;13.29;16.00
1432;AZ131515;ARIMESH;MALLA POLIPROPILENO 15X15;PAQUETE X 5 UND;GROSSMED LLC;0.00;2665.91;16.00
1433;CMV111018;BATA CIRUJANO C/PUNO 40GRS;BATA CIRUJANO C/PUNO 40GRS;X 1 UND;CMV;0.00;104.40;16.00
1434;KLA024;EQUIPO DE LAPAROTOMIA II ESTERIL;EQUIPO DE LAPAROTOMIA II ESTERIL;X 1 KIT COMPLETO;CMV;0.00;555.36;16.00
1435;GM060100;GASA NO ESTERIL 100 YARDAS;GASA NO ESTERIL 100 YARDAS;X 1 UND;GROSSMED LLC;0.00;533.15;16.00
1436;100003;CENTRO DE CAMA DESCARTABLE;CENTRO DE CAMA DESCARTABLE;PAQUETE X 6 UND;DESCART IND;0.00;88.86;16.00
1437;HMD1007;RECOLECTOR DE ORINA;RECOLECTOR DE ORINA;X 100 UND;GROSSMED LLC;0.00;466.50;16.00
1438;PC5KG;BOBINA DE PAPEL CAMILLA BLANCO;BOBINA DE PAPEL CAMILLA BLANCO;BOBINA X 5 KG;GROSSMED LLC;0.00;980.11;16.00
1439;WH0501004;WHATA ORTOPEDICA 20CM 8" X 3 YARDAS;WHATA ORTOPEDICA 20CM 8" X 3 YARDAS;PAQUETE X 6 UND;DESCART IND;0.00;377.71;16.00
1440;WHAT6X3;WHATA ORTOPEDICA 15CM 6" X 3 YARDAS;WHATA ORTOPEDICA 15CM 6" X 3 YARDAS;PAQUETE X 8 UND;DESCART IND;0.00;422.13;16.00
1441;50000899;ACEITE PARA BEBES;ACEITE PARA BEBES;1 X 220ML;AMY;59.74;92.38;16.00
1442;50000532;CHAMPU PARA BEBES;CHAMPU PARA BEBES;1 UND X 200ML;AMY;38.57;54.82;16.00
1443;50000443;HISOPOS PARA BEBES;HISOPOS PARA BEBES;CAJA X 60 UND;AMY;17.81;23.03;16.00
1444;50000106;TALCO PARA BEBES;TALCO PARA BEBES;1 UND X 200 GRAMOS;AMY;68.63;60.96;16.00
1445;50000049;CHAMPU PARA NIÑOS MANZANILLA;CHAMPU PARA NIÑOS MANZANILLA;1 UND X 200ML;CHICCO;60.90;86.55;16.00
1446;50000044;LOCION CON VIT E PARA NIÑOS;LOCION CON VIT E PARA NIÑOS;1 UND X 200ML;CHICCO;52.23;74.22;16.00
1447;50000010;MOTAS DE ALGODON;MOTAS DE ALGODON;PAQUETE X 100 UND;CHICCO;64.74;57.51;16.00
1448;50000107;TALCO PARA NIÑOS (ALMIDON DE MAIZ);TALCO PARA NIÑOS (ALMIDON DE MAIZ);1 UND X 200 GRAMOS;CHICCO;83.72;108.17;16.00
1449;50000375;TOALLAS SANITARIAS PROTEC DIARIA;TELA SUAVE REGULAR;PAQUETE X 60 UND;FRIENDS;36.55;68.90;16.00
1450;50000892;TOALLAS SANITARIAS;MALLA X-TREME SEC;PAQUETE X 14 UND;FRIENDS;33.37;47.42;16.00
1451;50000889;TOALLAS SANITARIAS;TELA EXTRA SUAVE;PAQUETE X 14 UND;FRIENDS;36.55;47.42;16.00
1452;50000569;TOALLAS SANITARIAS ACTIVA SEC;PERDIDA ABUNDANTE;PAQUETE X 10 UND;ACTIVA;34.47;48.98;16.00
1453;50000313;TOALLA CLINICA POST PARTO;TOALLA CLINICA POST PARTO;PAQUETE X 10 UND TALLA U;SECUREZZA;33.42;43.09;16.00
1454;50000098;CHAMPU PARA NIÑOS;CHAMPU PARA NIÑOS;1 UND X 400ML;CHICCO;65.68;93.34;16.00
1455;50000867;COTONCITOS PURO ALGODON;COTONCITOS PURO ALGODON;CAJA X 60 UND;CHICCO;17.25;24.50;16.00
1456;570031104;PARKEN;CARBIDOPA LEVODOPA;25MG-250MG X 30 TAB;MEYER;119.79;327.27;0.00
1457;249031034;ESTATLEN;ATORVASTATINA;80MG X 10 TAB;MEYER;219.88;308.12;0.00
1458;399033524;IRBETT 300;IRBESARTAN;300MG X 28 TAB;MEYER;383.09;513.92;0.00
1459;514120094;MIXEL 2%;NITAZOXANIDA;2% X 60 ML PPS;MEYER;315.94;422.75;0.00
1460;684031134;TIROSTAT 50;PROPILTIOURACILO;50MG X 100 TAB;MEYER;815.48;1153.59;0.00
1461;581031024;PROLASTAT;CABERGOLINA;0.5MG X 8 TAB;MEYER;602.60;897.68;0.00
1462;2031073;ACIDO FOLICO;ACIDO FOLICO;5MG X 20 TAB;MEYER;17.86;49.81;0.00
1463;21056;ARUDIL;RIVAROXABAN;15MG X 30 TAB;FARMA;273.35;520.00;0.00
1464;21080;BRASARTAN (MOROCHO);VALSARTAN;80MG X 20 CAP;FARMA;0.00;14.75;0.00
1465;90310;NIFELAN LP;NIFEDIPINA;30MG X 30 TAB;FARMA;314.86;471.90;0.00
1466;90267;DOLOMAX;KETOPROFENO;100MG X 20 TAB;FARMA;139.71;209.30;0.00
1467;90323;TAPAZOL;TIAMAZOL;5MG X 60 TAB;FARMA;150.85;234.00;0.00
1468;90270;BREINOX;PIRACETAM;800MG X 30 TAB;FARMA;251.07;377.00;0.00
1469;80273;CLIMASOY;ISOFLAVONAS DE SOYA;100MG X 30 CAP;FARMA;234.88;352.30;0.00
1470;90322;UROCIT;CITRATO DE POTASIO;1080MG X 100 TAB;FARMA;607.44;910.00;0.00
1471;90432;FITEX;TADALAFILO;5MG X 10 TAB;FARMA;48.60;72.80;0.00
1472;21063;FARMA D;VITAMINA D3;2000UI X 30 TAB SIN AZUCAR;FARMA;101.24;152.10;0.00
1473;10210;FARMA D;VITAMINA D3;1000UI X 30 TAB SIN AZUCAR;FARMA;90.10;135.20;0.00
1474;21033;CRISOMET;SITAGLIPTINA- METFORMINA;50MG/500MG X 10 TAB;FARMA;142.75;221.00;0.00
1475;11593;DERAIN;TRITICUM VULGARE;15% X 10 GASAS;LETI;290.57;589.59;0.00
1476;DL67;DISOMEZ;ESOMEPRAZOL;40MG X 30 CAP;DISTRILAB;75.95;139.09;0.00
1477;DL68;DIOLFEN;IBUPROFENO-TIOCOLCHICOSIDO;600MG-4MG X 20 TAB;DISTRILAB;93.10;170.54;0.00
1478;DL69;DICLORFAM;CLORFENIRAMINA;4MG X 20 TAB;DISTRILAB;17.15;31.42;0.00
1479;DL70;DIMETIN;TRIMEBUTINA MALEATO;200MG X 20 TAB;DISTRILAB;102.19;130.19;0.00
1480;DL71;DIFLURYL;FLUNARIZINA;10MG X 30 TAB;DISTRILAB;118.04;135.54;0.00
1481;DL72;DIOSMINA;DIOSMINA;600MG X 30 TAB;DISTRILAB;171.50;314.18;0.00
1482;DL73;ATORVASTATINA;ATORVASTATINA;40MG X 30 TAB;DISTRILAB;64.44;118.01;0.00
1483;DL74;DLORACE;ACETAMINOFEN- CLORFENIRAMINA;500MG-4MG X 20 TAB;DISTRILAB;31.85;63.49;0.00
1484;DL75;DEFALOX;CEFIXIMA;400MG X 10 TAB;DISTRILAB;137.45;224.40;0.00
1485;DL76;DISTIAZEM;DILTIAZEM;60MG X 30 TAB;DISTRILAB;110.25;201.98;0.00
1486;20101-00201;ALCOHOL PARA QUEMAR;ALCOHOL PARA QUEMAR;X 475ML;LAB. FSI;0.00;111.57;0.00
1487;20102-00203;PARAFINA LIQUIDA;PARAFINA LIQUIDA;X 480ML;LAB. FSI;0.00;196.89;16.00
1488;397011071;IBUTANFEM;IBUPROFENO-HIOSCINA;400MG-20MG X 20 TAB;MEYER;111.38;162.04;0.00
1489;MDK11;IBUPROFENO-TIOCOLCHICOSIDO;IBUPROFENO-TIOCOLCHICOSIDO;600MG/4MG X 15 TAB;MEDRIKHA;0.00;99.51;0.00
1490;MDK12;TRIMEBUTINA;TRIMEBUTINA;200MG X 10 TAB;MEDRIKHA;0.00;54.37;0.00
1491;MDK13;METFORMINA-SITAGLIPTINA;METFORMINA-SITAGLIPTINA;500MG/50MG X 30 TAB;MEDRIKHA;112.56;217.36;0.00
1492;MDK14;NITAZOXANIDA;NITAZOXANIDA;500MG X 6 TAB;MEDRIKHA;0.00;158.53;0.00
1493;MDK15;NITAZOXANIDA;NITAZOXANIDA;100MG/5ML X 60 ML SUSP ORAL;MEDRIKHA;0.00;158.53;0.00
1494;50000632;TOALLA CLINICA POST PARTO PREMIUM;TOALLA CLINICA POST PARTO PREMIUM;PAQUETE X 10 UND TALLA U;SECUREZZA;30.32;53.86;16.00
1495;CP6;PENTOXIFILINA;PENTOXIFILINA;400MG X 30 TAB;CLEO PHARMA;148.23;273.94;0.00
1496;CP7;PAROXETINA;PAROXETINA;20MG X 30 TAB;CLEO PHARMA;73.50;135.86;0.00
1497;CP8;BETAMETASONA;BETAMETASONA;/0.05% x 20GR CREMA;CLEO PHARMA;29.40;54.39;0.00
1498;CP9;CILOSTAZOL;CILOSTAZOL;50MG X 30 TAB;CLEO PHARMA;79.63;147.20;0.00
1499;CP10;ONDANSETRON;ONDANSETRON;8MG X 10 TAB;CLEO PHARMA;36.75;67.99;0.00
1500;CP11;PROGESTERONA;PROGESTERONA;200MG X 30 TAB;CLEO PHARMA;232.75;430.19;0.00
1501;CP12;CEFIXIMA;CEFIXIMA;400MG X 10 TAB;CLEO PHARMA;178.85;330.47;0.00
1502;CP13;QUETIAPINA;QUETIAPINA;200MG X 30 TAB;CLEO PHARMA;142.10;262.59;0.00
1503;CP14;DULOXETINA;DULOXETINA;30MG X 30 TAB;CLEO PHARMA;83.30;153.91;0.00
1504;CP15;DICLOFENAC SODICO;DICLOFENAC SODICO;0;CLEO PHARMA;29.40;54.39;0.00
1505;CP16;OXCARBAZEPINA;OXCARBAZEPINA;300MG X 30 TAB;CLEO PHARMA;153.13;283.02;0.00
1506;CP17;ESCITALOPRAM;ESCITALOPRAM;5MG X 30 TAB;CLEO PHARMA;26.95;49.86;0.00
1507;CP18;VENLAFAXINA;VENLAFAXINA;75MG X 30 TAB;CLEO PHARMA;90.65;167.60;0.00
1508;CP19;SUCRALFATO;SUCRALFATO;1G X 10 TAB;CLEO PHARMA;50.96;94.10;0.00
1509;CP20;NITROFURANTOINA;NITROFURANTOINA;100MG X 10 TAB;CLEO PHARMA;29.16;53.86;0.00
1510;CP21;OLANZAPINA;OLANZAPINA;5MG X 30 TAB;CLEO PHARMA;41.65;77.06;0.00
1511;CP22;SERTRALINA;SERTRALINA;50MG X 30 TAB;CLEO PHARMA;31.85;58.80;0.00
1512;CP23;CLOTRIMAZOL-DEXAMETASONA;CLOTRIMAZOL-DEXAMETASONA;1%-0,04% X 10 G CREM;CLEO PHARMA;51.45;95.17;0.00
1513;CP24;HALOPERIDOL;HALOPERIDOL;5MG X 30 TAB;CLEO PHARMA;37.98;70.15;0.00
1514;CP25;LEVETIRACETAM;LEVETIRACETAM;500MG X 30 TAB;CLEO PHARMA;142.10;262.59;0.00
1515;BS19;BUTILBROMURO DE ESCOPOLAMINA;BUTILBROMURO DE ESCOPOLAMINA;20MG/1ML X 5 AMP IM-IV;BIOSANO;95.55;176.66;0.00
1516;HB2;AZEEWELL-500;AZITROMICINA;500MG X 3 TAB;HUMAN BIOSCIENCE;0.00;55.25;0.00
1517;HB3;BACIWELL;BACITRACINA;400UI/G X 15 GRAMOS CREMA;HUMAN BIOSCIENCE;0.00;63.65;0.00
1518;HB4;BETNOWELL-4;BETAMETASONA;4MG/1ML X 10 AMP IM-IV;HUMAN BIOSCIENCE;0.00;0.00;0.00
1519;HB5;COLCIWELL;TIOCOLCHICOSIDO;4MG/2ML X 10 AMP IM;HUMAN BIOSCIENCE;0.00;400.45;0.00
1520;HB6;ELLE-21;LEVONORGESTREL- ETINILESTRADIOL;0;HUMAN BIOSCIENCE;0.00;0.00;0.00
1521;HB7;LOSAWELL-100;LOSARTAN POTASICO;100MG X 30 TAB;HUMAN BIOSCIENCE;0.00;109.62;0.00
1522;HB8;TAMSUWELL-0,4;TAMSULOSINA;0;HUMAN BIOSCIENCE;0.00;19.89;0.00
1523;HB9;THYRONA-50;LEVOTIROXINA;50MCG X 100 TAB FRASCO;HUMAN BIOSCIENCE;0.00;82.21;0.00
1524;HB10;THYRONA-100;LEVOTIROXINA;100 MCG X 100 TAB FRASCO;HUMAN BIOSCIENCE;0.00;96.36;0.00
1525;HB11;WELLOVIR;ACICLOVIR;5% X 5 GRAMOS CREMA;HUMAN BIOSCIENCE;0.00;0.00;0.00
1526;HB12;WELLSONA;HIDROCORTISONA SODICA;100MG X 1 AMP PPS IM-IV;HUMAN BIOSCIENCE;0.00;0.00;0.00
1527;HB13;WELLSPRIN-81;ACIDO ACETILSALICILICO;81MG X 10 TAB (BLISTER);HUMAN BIOSCIENCE;0.00;22.70;0.00
1528;HB14;WELL-VIT;MULTIVITAMINICO INFUSION;10ML X 5 AMP IV;HUMAN BIOSCIENCE;0.00;250.17;0.00
1529;LP3;ACETAMINOFEN;ACETAMINOFEN;500MG X 10 TAB (BLISTER);LAPROFF;0.00;13.84;0.00
